id,material_id,energy,energy_per_atom,formation_energy_per_atom,elasticity.K_VRH,name
7008,mp-1009495,-16.44593872,-8.22296936,1.366933959,347,7008
7009,mp-1009538,-11.97634376,-5.98817188,1.2134565,178,7009
7010,mp-1009592,-20.87705874,-6.95901958,0.1295289,105,7010
7011,mp-1009828,-14.81572222,-4.938574073,0.584469695,28,7011
7012,mp-1013526,-19.90016056,-6.633386853,-1.290608219,17,7012
7013,mp-1013527,-40.52764568,-5.06595571,-0.270081656,72,7013
7014,mp-1014168,-32.11273187,-3.211273187,-1.307518879,17,7014
7015,mp-1016841,-34.88403638,-6.976807276,-2.377245237,192,7015
7016,mp-1017441,-31.48397523,-6.296795046,-1.943797602,101,7016
7017,mp-1017555,-22.71061291,-4.542122582,-2.762829454,126,7017
7018,mp-1017627,-30.45114148,-6.090228296,-1.03804838,100,7018
7019,mp-1018029,-9.5245991,-4.76229955,-0.124452745,141,7019
7020,mp-10181,-20.92357349,-5.230893373,-0.507904095,149,7020
7021,mp-1018103,-16.82051397,-5.60683799,-0.575016753,157,7021
7022,mp-1018124,-25.0191183,-8.3397061,-0.630167687,157,7022
7023,mp-1018150,-17.66323242,-5.88774414,-0.425108507,18,7023
7024,mp-1018166,-25.70479799,-8.568265997,-0.41266078,224,7024
7025,mp-1018652,-14.70236933,-2.450394888,-0.401861118,33,7025
7026,mp-1019255,-17.89555447,-2.982592412,-0.320746353,51,7026
7027,mp-1024994,-26.29470398,-4.382450663,-0.340264482,101,7027
7028,mp-1025123,-47.70897234,-7.95149539,-0.378727938,209,7028
7029,mp-1025238,-36.07880693,-5.154115276,-0.528754739,102,7029
7030,mp-1025408,-50.96512009,-6.370640011,-0.763100636,113,7030
7031,mp-10260,-21.88920354,-5.472300885,-0.105184639,165,7031
7032,mp-1029338,-101.4914871,-8.457623927,-1.135781967,148,7032
7033,mp-10366,-99.34131934,-8.278443278,-0.453284258,228,7033
7034,mp-1039073,-9.09405426,-2.273513565,-0.104237533,40,7034
7035,mp-104,-8.25799917,-4.128999585,0,36,7035
7036,mp-10469,-95.96887933,-7.997406611,-0.798872143,215,7036
7037,mp-10633,-25.31386412,-4.218977353,-0.411964643,59,7037
7038,mp-10697,-29.58330369,-5.916660738,-0.796356011,82,7038
7039,mp-10712,-40.1281166,-8.02562332,-0.510669799,215,7039
7040,mp-10736,-30.67132584,-3.83391573,-0.406569561,13,7040
7041,mp-10748,-45.64631831,-5.705789789,-0.949870194,38,7041
7042,mp-10777,-20.62790043,-5.156975108,-1.680613562,31,7042
7043,mp-10885,-26.0011118,-6.50027795,-0.260711225,162,7043
7044,mp-10891,-25.63940112,-6.40985028,-0.594786235,141,7044
7045,mp-10898,-24.14715232,-6.03678808,-0.627365946,133,7045
7046,mp-10903,-11.6800928,-5.8400464,-0.93180463,186,7046
7047,mp-1094490,-8.81238311,-1.468730518,-0.040552258,52,7047
7048,mp-11021,-41.69865669,-5.212332086,-1.514006487,162,7048
7049,mp-11025,-102.6540122,-4.277250509,-0.248573066,68,7049
7050,mp-1120,-83.54743211,-10.44342901,-0.099595054,288,7050
7051,mp-11243,-19.28189271,-4.820473178,-0.899820008,95,7051
7052,mp-11266,-9.53554956,-1.58925826,-0.34546613,25,7052
7053,mp-11471,-7.49292936,-3.74646468,-0.428415618,76,7053
7054,mp-11555,-22.52537041,-11.26268521,0.508422245,175,7054
7055,mp-11697,-41.09013068,-6.848355113,-0.143096297,102,7055
7056,mp-11806,-16.25368711,-4.063421778,-0.671166413,88,7056
7057,mp-1185,-32.63680296,-8.15920074,-0.384729527,251,7057
7058,mp-12101,-41.32550183,-8.265100366,-0.70062022,182,7058
7059,mp-12521,-61.90251725,-5.158543104,-0.447881452,89,7059
7060,mp-12527,-32.06370347,-6.412740694,-0.914742014,21,7060
7061,mp-12666,-50.89787509,-3.915221161,-0.065264136,124,7061
7062,mp-12684,-38.01838727,-4.752298409,-0.411506941,53,7062
7063,mp-12712,-102.4513659,-7.317954707,-0.6966619,145,7063
7064,mp-12765,-33.05956331,-11.01985444,-0.17663381,106,7064
7065,mp-12794,-11.66106301,-3.887021003,-0.023568227,90,7065
7066,mp-12906,-91.06607941,-6.504719958,-0.993447416,50,7066
7067,mp-1314,-524.7864862,-3.452542672,-0.248815892,36,7067
7068,mp-13314,-18.66409116,-4.66602279,-0.920841819,34,7068
7069,mp-13399,-28.33331112,-5.666662224,-0.603538748,136,7069
7070,mp-135,-1.90379596,-1.90379596,0.005126893,14,7070
7071,mp-13660,-32.62231587,-4.660330839,-1.731542899,45,7071
7072,mp-13962,-43.75378024,-7.292296707,-1.000134406,83,7072
7073,mp-1408,-2.33437619,-1.167188095,-0.216925627,46,7073
7074,mp-1451,-57.22438007,-7.153047509,-0.292854899,211,7074
7075,mp-147,-20.80063546,-3.466772577,0.029138901,6,7075
7076,mp-1473,-136.8469877,-10.52669136,0.014373105,270,7076
7077,mp-1514,-26.40268958,-8.800896527,-0.584166096,210,7077
7078,mp-1515,-42.6834237,-7.11390395,-0.649076637,125,7078
7079,mp-15789,-22.17928193,-5.544820483,-2.179398126,48,7079
7080,mp-15799,-80.64613671,-10.08076709,-1.053878475,295,7080
7081,mp-1581,-120.9861356,-6.049306779,-1.638504274,10,7081
7082,mp-15965,-144.036316,-9.002269748,-0.745257771,141,7082
7083,mp-16236,-18.86823231,-3.144705385,-0.665092225,27,7083
7084,mp-16266,-20.08986834,-3.34831139,-0.454206725,55,7084
7085,mp-16371,-37.14845751,-6.191409585,-0.641782415,83,7085
7086,mp-16421,-36.3744561,-6.06240935,-0.465474903,91,7086
7087,mp-16491,-54.44998457,-4.537498714,-0.402807105,83,7087
7088,mp-1652,-7.586809,-3.7934045,-0.575430728,139,7088
7089,mp-16521,-36.13464179,-7.226928358,-0.48864908,204,7089
7090,mp-1702,-43.45205826,-7.24200971,-0.704334302,135,7090
7091,mp-17287,-141.8760784,-5.911503268,-0.366601365,18,7091
7092,mp-18,-9.23090965,-4.615454825,0.018911275,38,7092
7093,mp-1840,-214.8936507,-8.953902114,-3.491774188,191,7093
7094,mp-18841,-40.89875858,-8.179751716,-3.11714152,111,7094
7095,mp-18906,-182.3545873,-7.598107803,-2.592108602,102,7095
7096,mp-18918,-78.30931735,-6.525776446,-2.050901621,142,7096
7097,mp-18922,-96.99292699,-7.460994384,-1.971024742,136,7097
7098,mp-18943,-42.59080824,-5.32385103,-1.817320138,78,7098
7099,mp-18965,-121.6846949,-6.084234744,-2.106177737,86,7099
7100,mp-19124,-82.08723394,-6.840602828,-2.617289568,142,7100
7101,mp-1915,-49.083794,-8.180632333,-0.307970759,227,7101
7102,mp-19167,-80.1979341,-4.009896705,-1.196252529,25,7102
7103,mp-19326,-85.68024705,-7.140020588,-1.815958169,103,7103
7104,mp-20098,-41.17772,-5.882531429,-2.377789559,85,7104
7105,mp-2016,-34.34424847,-5.724041412,-0.27719383,149,7105
7106,mp-20203,-76.57202757,-6.381002298,-0.156269297,128,7106
7107,mp-20473,-46.10604304,-7.684340507,-0.03736565,140,7107
7108,mp-20483,-3.71258955,-3.71258955,0,37,7108
7109,mp-20492,-89.82982502,-7.485818752,-1.121028978,148,7109
7110,mp-20523,-19.22955186,-6.40985062,0.16658323,61,7110
7111,mp-20618,-138.1325601,-6.906628006,-0.769222409,140,7111
7112,mp-2062,-35.54639764,-5.924399607,-0.663470135,78,7112
7113,mp-2070,-65.50063015,-5.458385846,-0.773620003,124,7113
7114,mp-2071,-124.3787308,-3.10946827,-0.188477562,65,7114
7115,mp-20895,-18.70012216,-9.35006108,-0.546917209,60,7115
7116,mp-21026,-14.91344409,-3.728361023,-0.568251736,72,7116
7117,mp-21177,-14.16464211,-3.541160528,-0.358633131,56,7117
7118,mp-21185,-25.73611231,-2.573611231,0.135424782,50,7118
7119,mp-21336,-113.0410526,-9.420087719,-0.839967659,264,7119
7120,mp-21449,-101.0833721,-8.423614343,-0.882644778,238,7120
7121,mp-21855,-39.26309411,-4.907886764,-0.487434002,36,7121
7122,mp-2210,-12.85390757,-6.426953785,-0.103500135,117,7122
7123,mp-22154,-9.46337685,-3.15445895,-0.228709283,52,7123
7124,mp-22253,-27.24474962,-3.892107089,-0.941423155,34,7124
7125,mp-22276,-27.3582111,-6.839552775,0.206300841,118,7125
7126,mp-22312,-112.0813145,-9.340109541,-0.290458232,191,7126
7127,mp-22426,-80.81592791,-6.734660659,-0.889433473,132,7127
7128,mp-22469,-40.69302494,-5.086628118,-0.063840835,149,7128
7129,mp-22503,-28.13571078,-7.033927695,-0.344769895,153,7129
7130,mp-22558,-14.37702726,-7.18851363,-0.529291883,132,7130
7131,mp-22568,-61.95244347,-7.744055434,-0.175265826,168,7131
7132,mp-22610,-34.63598168,-8.65899542,0.159463178,239,7132
7133,mp-22700,-46.32826601,-6.618323716,-0.728221656,80,7133
7134,mp-22736,-34.07637133,-4.259546416,-0.810328883,64,7134
7135,mp-22851,-6.46746647,-3.233733235,-1.950696244,26,7135
7136,mp-22886,-14.799015,-7.3995075,0.189405695,9,7136
7137,mp-22916,-6.11449988,-3.05724994,-1.582675168,27,7137
7138,mp-22922,-5.53483498,-2.76741749,-0.724227473,43,7138
7139,mp-22956,-24.41950125,-3.488500179,-1.71525893,13,7139
7140,mp-23029,-74.7568052,-2.6698859,-0.908436766,7,7140
7141,mp-23046,-27.31720899,-4.552868165,-3.008188014,44,7141
7142,mp-23068,-39.96690056,-6.661150093,-3.11090502,18,7142
7143,mp-23153,-6.09603626,-1.524009065,0,5,7143
7144,mp-23163,-19.19873593,-3.199789322,-0.310377611,27,7144
7145,mp-23177,-5.58147736,-1.39536934,-0.42509156,12,7145
7146,mp-23189,-23.0075246,-2.875940575,-0.063086116,1,7146
7147,mp-23281,-20.27563301,-2.534454126,-0.359197431,3,7147
7148,mp-23282,-33.93549267,-4.241936584,-0.962004628,3,7148
7149,mp-23305,-72.65279627,-6.054399689,-1.607712488,14,7149
7150,mp-23856,-29.89590882,-4.98265147,-1.851209809,14,7150
7151,mp-23866,-140.2145779,-5.007663497,-1.156513972,9,7151
7152,mp-24287,-12.98274567,-6.491372835,-0.044980769,238,7152
7153,mp-24723,-18.91714028,-6.305713427,-0.193296559,226,7153
7154,mp-2478,-67.79896952,-7.533218836,-0.550523386,175,7154
7155,mp-25,-66.69195172,-8.336493965,8.88E-16,1,7155
7156,mp-25082,-399.4236952,-7.681224908,-0.90051361,3,7156
7157,mp-2551,-40.81848948,-6.80308158,-0.111685611,136,7157
7158,mp-2558,-6.51809256,-3.25904628,-0.101757083,44,7158
7159,mp-2573,-24.60510802,-6.151277005,-0.105150212,60,7159
7160,mp-2583,-16.74254414,-8.37127207,-0.75449087,190,7160
7161,mp-25886,-74.7295348,-6.227461233,-1.811602166,60,7161
7162,mp-2694,-27.8605497,-4.64342495,-0.501038695,55,7162
7163,mp-2695,-39.06747763,-6.511246272,-0.016135065,129,7163
7164,mp-27145,-113.6237569,-3.550742403,-0.843672051,32,7164
7165,mp-27409,-32.79826473,-3.279826473,-0.945599375,17,7165
7166,mp-2747,-23.70981161,-5.927452903,-0.886496172,126,7166
7167,mp-2748,-13.45066106,-6.72533053,-1.429531923,61,7167
7168,mp-27731,-18.17660152,-6.058867173,-0.579981142,149,7168
7169,mp-27838,-18.66979251,-2.333724064,-0.377952715,17,7169
7170,mp-2784,-8.57485622,-2.858285407,-0.935703093,10,7170
7171,mp-27848,-42.4171368,-7.0695228,-1.279011436,24,7171
7172,mp-2809,-87.65508492,-4.382754246,-0.647360492,16,7172
7173,mp-2811,-159.3229495,-9.957684346,-0.558630682,327,7173
7174,mp-28945,-34.47217722,-5.74536287,-0.267619421,105,7174
7175,mp-28978,-48.67910389,-4.867910389,-2.016528137,32,7175
7176,mp-2903,-36.50499534,-6.08416589,-0.40286904,132,7176
7177,mp-2909,-47.87132794,-5.319036438,-0.616434271,73,7177
7178,mp-29153,-64.51700708,-8.064625885,-0.992498655,152,7178
7179,mp-29364,-59.15868608,-5.378062371,-2.205158626,97,7179
7180,mp-2976,-29.70483725,-5.94096745,-0.543017329,128,7180
7181,mp-30,-4.09920667,-4.09920667,0,145,7181
7182,mp-30091,-148.6852035,-6.758418339,-0.425337986,209,7182
7183,mp-30156,-55.02954582,-4.585795485,-0.766365166,96,7183
7184,mp-30175,-13.46358414,-2.692716828,-0.290809707,61,7184
7185,mp-30209,-96.57431706,-4.023929878,-0.432719854,16,7185
7186,mp-30343,-11.38286783,-2.845716958,-0.033399233,96,7186
7187,mp-30438,-71.17287371,-5.931072809,-0.220448409,183,7187
7188,mp-30455,-17.61502534,-5.871675113,-1.02509746,90,7188
7189,mp-3055,-44.13613011,-7.356021685,-0.665612823,202,7189
7190,mp-30560,-19.14032195,-6.380107317,0.687198622,134,7190
7191,mp-30581,-24.48693942,-8.16231314,-0.157787737,123,7191
7192,mp-30738,-29.26121618,-7.315304045,-0.209250517,243,7192
7193,mp-30818,-16.44761986,-4.111904965,-0.703322653,88,7193
7194,mp-30822,-71.21862862,-11.86977144,0.371060127,242,7194
7195,mp-30836,-29.33412278,-7.333530695,-0.48672117,214,7195
7196,mp-30878,-7.69033702,-3.84516851,-0.347159,55,7196
7197,mp-3094,-201.7570582,-7.20560922,-3.467995679,81,7197
7198,mp-31169,-17.07402464,-4.26850616,-0.332730398,97,7198
7199,mp-3196,-143.3908951,-7.169544754,-3.062898847,162,7199
7200,mp-3217,-52.43664315,-8.739440525,-2.39511154,104,7200
7201,mp-3218,-30.42600766,-6.085201532,-0.931765534,131,7201
7202,mp-32780,-22.21067401,-2.776334251,-0.512467993,6,7202
7203,mp-33029,-36.58197596,-7.316395192,-2.861738627,111,7203
7204,mp-3405,-424.8622231,-7.325210742,-3.370387635,153,7204
7205,mp-34467,-28.92545665,-4.132208093,-1.102550963,45,7205
7206,mp-3469,-52.93459398,-6.616824248,-0.557738294,145,7206
7207,mp-3504,-26.45589195,-6.613972988,-0.200662083,178,7207
7208,mp-3597,-139.5370755,-6.976853777,-2.190782508,117,7208
7209,mp-36066,-44.18050782,-7.36341797,-1.492943464,54,7209
7210,mp-3657,-30.24128727,-7.560321818,-0.676552046,201,7210
7211,mp-36592,-78.15382078,-5.58241577,-1.679520275,60,7211
7212,mp-36884,-101.0699621,-7.219283006,-2.085473079,128,7212
7213,mp-36891,-5.37179593,-1.342948983,1.872863969,31,7213
7214,mp-37614,-189.5732913,-6.770474688,-2.75766964,203,7214
7215,mp-38,-19.12359658,-4.780899145,0,32,7215
7216,mp-3805,-36.04867006,-7.209734012,-0.401143773,203,7216
7217,mp-3827,-41.54154332,-5.192692915,-1.061273985,19,7217
7218,mp-3839,-29.08748753,-3.635935941,-0.282461329,48,7218
7219,mp-38843,-81.74424511,-9.082693901,-3.395026111,174,7219
7220,mp-3924,-62.55535775,-7.819419719,-2.694030011,154,7220
7221,mp-4056,-232.8007986,-8.314314236,-3.793305262,144,7221
7222,mp-4150,-30.09530724,-6.019061448,-0.302886479,35,7222
7223,mp-4170,-41.23348333,-8.246696666,-3.065297328,211,7223
7224,mp-4198,-84.51833634,-5.282396021,-1.420704158,75,7224
7225,mp-4226,-23.84141729,-5.960354323,-1.333366808,83,7225
7226,mp-4452,-28.31870664,-4.04552952,-1.066337793,36,7226
7227,mp-4604,-523.3742084,-5.451814671,-0.930589263,83,7227
7228,mp-4668,-24.70919168,-4.941838336,-0.478066838,40,7228
7229,mp-470,-38.72940251,-6.454900418,-2.085286229,206,7229
7230,mp-475,-9.41089163,-4.705445815,-0.002655394,59,7230
7231,mp-4779,-387.3088147,-7.448246437,-2.813241317,41,7231
7232,mp-4901,-47.82447412,-4.782447412,-0.236955698,62,7232
7233,mp-4939,-35.78464265,-7.15692853,-0.678496084,149,7233
7234,mp-5015,-72.24638639,-8.027376266,-0.568877799,118,7234
7235,mp-5020,-40.05853491,-8.011706982,-3.501502967,97,7235
7236,mp-504723,-133.5991449,-6.679957245,-2.52646897,122,7236
7237,mp-505599,-19.345352,-6.448450667,-0.118058148,127,7237
7238,mp-510076,-41.47175204,-2.962268003,-0.696233921,14,7238
7239,mp-5229,-40.12465451,-8.024930902,-3.560624802,173,7239
7240,mp-5245,-70.79474316,-7.079474316,0.044114608,51,7240
7241,mp-5260,-35.3815685,-7.0763137,-0.60307163,122,7241
7242,mp-5288,-37.64165294,-7.528330588,-0.678040579,140,7242
7243,mp-5399,-35.79834231,-7.159668462,-0.675720164,137,7243
7244,mp-542777,-40.49845784,-6.749742973,-0.701805023,205,7244
7245,mp-544,-69.6600606,-8.707507575,-0.57661034,169,7245
7246,mp-546898,-34.21802345,-4.888289064,-2.139238608,25,7246
7247,mp-550070,-48.9349028,-6.11686285,-1.711656953,11,7247
7248,mp-551101,-49.1876105,-6.148451313,-2.290712241,66,7248
7249,mp-552454,-87.12838071,-8.712838071,-2.714625739,177,7249
7250,mp-553248,-91.0159606,-8.274178236,-3.205662069,85,7250
7251,mp-555760,-36.85957134,-4.095507927,0.04094194,6,7251
7252,mp-556034,-92.05328667,-7.671107223,-1.765073637,4,7252
7253,mp-556609,-91.29078217,-4.564539109,-0.874148163,11,7253
7254,mp-556953,-44.39262596,-4.439262596,-1.076704689,7,7254
7255,mp-557403,-95.65827272,-5.314348484,-2.880479847,72,7255
7256,mp-558636,-101.1967075,-7.228336247,-3.446439637,144,7256
7257,mp-5590,-37.92003691,-4.213337434,-0.51631727,60,7257
7258,mp-559939,-260.5767624,-7.238243401,-2.991628361,51,7258
7259,mp-561067,-47.36032487,-4.736032487,-3.002925994,49,7259
7260,mp-561480,-84.8457351,-4.242286755,-2.404347714,74,7260
7261,mp-562,-63.06359741,-5.255299784,-0.478997491,104,7261
7262,mp-566131,-27.64777093,-5.529554186,-2.927134822,33,7262
7263,mp-567181,-70.01368932,-8.751711165,-0.80860607,162,7263
7264,mp-567244,-16.90153069,-1.877947854,-0.026132937,34,7264
7265,mp-567416,-54.15528491,-6.017253879,-0.160374266,66,7265
7266,mp-567503,-17.53062366,-2.92177061,-0.668234717,4,7266
7267,mp-567580,-19.62712023,-9.813560115,-0.442842875,172,7267
7268,mp-567657,-18.96249197,-3.792498394,-0.532371346,34,7268
7269,mp-567713,-50.06882969,-4.55171179,-0.541231835,12,7269
7270,mp-568006,-47.23166742,-7.87194457,-0.04639923,86,7270
7271,mp-568347,-78.38785738,-6.532321448,-0.834612117,14,7271
7272,mp-568371,-38.41141967,-7.682283934,-0.908160349,154,7272
7273,mp-568565,-29.33510661,-7.333776653,-0.177998888,88,7273
7274,mp-568866,-18.65138351,-2.072375946,-0.170443879,16,7274
7275,mp-568867,-209.3056098,-7.47520035,-0.606620247,190,7275
7276,mp-569600,-32.46188991,-4.637412844,0.003525317,47,7276
7277,mp-569875,-38.87070827,-7.774141654,-0.768663969,194,7277
7278,mp-5699,-29.88834667,-4.26976381,-2.555163082,43,7278
7279,mp-570196,-130.6834482,-7.260191567,-0.676358068,106,7279
7280,mp-570213,-8.52190866,-2.84063622,-0.376557837,31,7280
7281,mp-570272,-27.61919733,-3.945599619,-0.285733397,67,7281
7282,mp-570713,-40.91585944,-6.819309907,-0.915464447,162,7282
7283,mp-570822,-28.66143348,-5.732286696,-0.357197906,36,7283
7284,mp-571195,-16.02594738,-2.67099123,-0.469610463,41,7284
7285,mp-571203,-28.24932688,-5.649865376,-0.605238783,71,7285
7286,mp-571420,-39.72035485,-5.674336407,-0.655513853,100,7286
7287,mp-571513,-37.66019313,-4.184465903,-2.008301565,10,7287
7288,mp-573697,-6.63983494,-3.31991747,-2.245290796,12,7288
7289,mp-574,-63.13742142,-10.52290357,-0.248279452,222,7289
7290,mp-574599,-19.95196649,-3.325327748,-0.770262618,46,7290
7291,mp-5933,-240.0991211,-8.003304036,-3.493100021,140,7291
7292,mp-594,-20.90934375,-5.227335938,-0.600930104,136,7292
7293,mp-5971,-87.87996329,-7.323330274,-1.001510095,159,7293
7294,mp-601285,-24.93130019,-6.232825048,-0.29546505,158,7294
7295,mp-605790,-1.74345887,-1.74345887,0.17551196,8,7295
7296,mp-62,-9.4872159,-9.4872159,0.02744876,96,7296
7297,mp-624668,-24.67893824,-4.113156373,-0.72083304,26,7297
7298,mp-625054,-52.48895929,-6.561119911,-2.691959054,114,7298
7299,mp-631302,-21.85186881,-7.28395627,0.677417835,51,7299
7300,mp-631303,-17.84350089,-5.94783363,0.656740552,209,7300
7301,mp-631398,-15.0430166,-3.76075415,0.458830183,88,7301
7302,mp-631421,-14.31624813,-4.77208271,0.502730063,32,7302
7303,mp-631537,-20.32765515,-6.77588505,0.845225181,226,7303
7304,mp-636334,-79.30444478,-6.608703732,-0.385599032,177,7304
7305,mp-636368,-74.02919141,-4.626824463,-0.238432763,102,7305
7306,mp-637614,-40.90539051,-3.718671865,-0.980518367,53,7306
7307,mp-637771,-36.62459871,-6.104099785,-0.367654525,161,7307
7308,mp-643945,-48.46291956,-6.057864945,-0.346909144,186,7308
7309,mp-648,-9.97237211,-3.324124037,-1.291645411,28,7309
7310,mp-649479,-100.0158199,-3.846762305,-0.748710102,36,7310
7311,mp-672229,-27.97070279,-5.594140558,2.000129409,58,7311
7312,mp-672340,-17.27562415,-4.318906038,-0.147236182,102,7312
7313,mp-675045,-93.61068918,-3.900445383,-0.225615417,30,7313
7314,mp-675701,-38.51845285,-5.502636121,-1.910075209,42,7314
7315,mp-675766,-57.05821231,-5.18711021,-1.325272172,21,7315
7316,mp-6812,-187.1735922,-6.684771149,-3.052582933,54,7316
7317,mp-685941,-26.35505967,-3.294382459,-0.223677797,42,7317
7318,mp-697,-74.20909926,-6.184091605,-2.022882966,100,7318
7319,mp-6972,-29.97607527,-7.494018818,-2.729865751,132,7319
7320,mp-700,-33.80248793,-4.225310991,-0.168599437,21,7320
7321,mp-7067,-16.11221049,-3.222442098,-0.596665215,50,7321
7322,mp-7225,-37.82329076,-6.303881793,-1.031054469,143,7322
7323,mp-730,-75.78619353,-6.315516128,-0.683022983,177,7323
7324,mp-7384,-107.4084251,-6.713026566,-4.468193347,112,7324
7325,mp-7474,-25.5792075,-4.26320125,0.022439217,108,7325
7326,mp-753059,-47.60177119,-7.933628532,-3.413205717,37,7326
7327,mp-753181,-65.41542717,-5.451285598,-1.680470431,92,7327
7328,mp-753257,-50.16071844,-4.18005987,-2.231671527,28,7328
7329,mp-753326,-32.05238054,-3.561375616,-1.772788752,63,7329
7330,mp-753495,-63.44451623,-5.767683294,-1.81066446,166,7330
7331,mp-754495,-112.3835916,-9.365299298,-1.932151733,139,7331
7332,mp-755175,-148.1869231,-7.409346155,-3.363716541,189,7332
7333,mp-756132,-159.0264209,-5.679515031,-1.488105357,21,7333
7334,mp-7575,-12.33664672,-4.112215573,-0.405263691,116,7334
7335,mp-760381,-8.5977575,-4.29887875,-0.512780482,77,7335
7336,mp-761390,-204.0919246,-8.503830192,-2.741040826,199,7336
7337,mp-762506,-53.06843909,-5.306843909,-1.698384017,113,7337
7338,mp-763,-15.34957689,-5.11652563,-0.131299897,148,7338
7339,mp-765499,-51.0943652,-5.10943652,-2.944393967,54,7339
7340,mp-766,-39.56802585,-6.594670975,-0.397535898,149,7340
7341,mp-771123,-235.3604841,-7.845349468,-2.884196958,171,7341
7342,mp-772,-16.73675535,-5.57891845,-0.471638548,87,7342
7343,mp-775909,-56.7182836,-9.453047267,-3.773370078,194,7343
7344,mp-776331,-117.6267033,-9.802225273,-2.219542355,222,7344
7345,mp-776952,-32.94918314,-3.661020349,-1.370983189,47,7345
7346,mp-778,-71.18034274,-7.908926971,-0.458300324,216,7346
7347,mp-778364,-183.7990037,-6.126633458,-2.567759992,46,7347
7348,mp-7787,-106.9126517,-8.909387642,-3.01744094,137,7348
7349,mp-7823,-42.06240919,-6.008915599,-0.590604163,84,7349
7350,mp-7930,-57.6474494,-6.405272156,-0.528971058,138,7350
7351,mp-7940,-44.27827597,-5.534784496,-0.983902761,57,7351
7352,mp-7951,-78.38638751,-6.532198959,-1.730305224,78,7352
7353,mp-810,-20.90106458,-5.225266145,-0.270855453,114,7353
7354,mp-8208,-59.17551764,-5.917551764,-1.389190578,189,7354
7355,mp-823,-15.80060807,-7.900304035,-0.398618718,163,7355
7356,mp-8267,-44.47274278,-4.447274278,-1.058743396,9,7356
7357,mp-8289,-38.75300788,-4.844125985,-2.78063964,47,7357
7358,mp-8300,-32.30955396,-4.615650566,-1.581569864,37,7358
7359,mp-8373,-9.50460622,-4.75230311,0.263095636,65,7359
7360,mp-8439,-104.6252321,-4.024047387,-0.773088707,39,7360
7361,mp-8454,-8.2256776,-4.1128388,-2.84736426,21,7361
7362,mp-861627,-31.67298127,-7.918245318,-0.322916155,150,7362
7363,mp-861651,-14.22687803,-3.556719508,-0.379988958,50,7363
7364,mp-861656,-36.52794258,-9.131985645,-0.561589753,190,7364
7365,mp-861939,-17.61798988,-4.40449747,-0.315542469,38,7365
7366,mp-862256,-17.11328333,-4.278320833,-0.116125378,142,7366
7367,mp-862657,-17.55914708,-4.38978677,-0.299510919,116,7367
7368,mp-862727,-16.10372218,-4.025930545,-0.407646845,61,7368
7369,mp-862832,-40.53505643,-8.107011286,-3.184348489,132,7369
7370,mp-862918,-12.895455,-3.22386375,-0.092177994,39,7370
7371,mp-863651,-14.42415007,-3.606037518,-0.400361455,55,7371
7372,mp-863655,-16.5643486,-4.14108715,-0.541191549,62,7372
7373,mp-863690,-33.60219457,-8.400548643,-0.385516156,181,7373
7374,mp-863715,-24.43804299,-6.109510748,-0.706161596,103,7374
7375,mp-863723,-47.69944986,-4.769944986,-0.770597603,76,7375
7376,mp-863740,-29.14629307,-7.286573268,-0.383097224,125,7376
7377,mp-864628,-21.48887322,-5.372218305,-0.704751664,69,7377
7378,mp-864641,-27.66870796,-4.611451327,-2.248081052,50,7378
7379,mp-864671,-32.5144347,-8.128608675,-1.033663745,187,7379
7380,mp-864684,-42.07381025,-10.51845256,-0.618843787,191,7380
7381,mp-864772,-19.55393676,-4.88848419,-0.426548539,73,7381
7382,mp-864898,-10.04318687,-2.510796718,-0.29266789,23,7382
7383,mp-864916,-40.75947251,-10.18986813,-0.786493375,190,7383
7384,mp-864925,-10.27255444,-2.56813861,-0.347148526,57,7384
7385,mp-864940,-19.44920571,-4.862301428,-0.711499152,119,7385
7386,mp-864955,-35.2813548,-8.8203387,-0.049144149,154,7386
7387,mp-864966,-35.01381285,-8.753453213,-0.469984376,245,7387
7388,mp-864969,-18.30701594,-4.576753985,-0.649556902,107,7388
7389,mp-865051,-8.59185669,-2.147964173,-0.229763824,22,7389
7390,mp-865079,-21.84198057,-5.460495143,-0.583623311,147,7390
7391,mp-865096,-11.49328996,-2.87332249,-0.218838061,35,7391
7392,mp-865160,-25.26229947,-6.315574868,-0.342757771,184,7392
7393,mp-865163,-31.51543229,-7.878858073,-0.785453884,213,7393
7394,mp-865167,-10.65401369,-2.663503423,-0.509073973,61,7394
7395,mp-865202,-20.96653132,-5.24163283,-0.860863681,123,7395
7396,mp-865467,-19.65581235,-4.913953088,-0.722137796,75,7396
7397,mp-865484,-41.25967023,-10.31491756,-0.249345809,251,7397
7398,mp-865500,-72.38847404,-8.043163782,-3.180147905,99,7398
7399,mp-865512,-11.1875897,-2.796897425,-0.328053392,52,7399
7400,mp-865604,-11.2742236,-1.879037267,-0.022118903,17,7400
7401,mp-865808,-21.90717048,-5.47679262,-0.405882697,69,7401
7402,mp-865811,-13.64072647,-3.410181618,-0.375016495,49,7402
7403,mp-866020,-9.16485994,-2.291214985,-0.575081038,46,7403
7404,mp-866088,-39.36433904,-9.84108476,-0.495257949,170,7404
7405,mp-866138,-29.27957578,-7.319893945,-0.520211864,157,7405
7406,mp-866196,-12.60606921,-3.151517303,-0.313910157,37,7406
7407,mp-866311,-42.85799882,-5.357249853,-1.572395158,60,7407
